Time (HH:MM:SS),Spindle speed (RPM),Feed rate (mm/min),Depth of cut (mm),Cutting tool path x (mm),Cutting tool path y (mm)
03:30:25,853,477.99,4.11,3795.39,3779.61
03:30:26,2265,493.47,1.03,3795.82,3779.81
03:30:27,1953,390.27,3.43,3796.3,3780.13
03:30:28,2000,325.68,3.56,3796.7,3780.61
03:30:29,2603,441.08,0.63,3797.13,3780.72
03:30:30,950,406.62,1.79,3797.39,3781.09
03:30:31,2373,544.39,2.02,3797.56,3781.25
03:30:32,1982,111.5,3.12,3797.75,3781.6
03:30:33,1553,551.16,2.65,3798.21,3781.77
03:30:34,1834,256.24,2.39,3798.63,3782.07
03:30:35,872,166.5,2.3,3799.01,3782.42
03:30:36,2488,409.86,3.93,3799.15,3782.68
03:30:37,562,333.4,4.71,3799.52,3783.18
03:30:38,1180,277.56,4.64,3799.92,3783.3
03:30:39,2957,176.78,1.4,3800.05,3783.56
03:30:40,2864,514.97,1.26,3800.25,3783.83
03:30:41,668,344.43,4.57,3800.62,3784.31
03:30:42,1024,414.43,2.39,3800.99,3784.57
03:30:43,2560,201.93,2.27,3801.25,3784.89
03:30:44,1292,106.78,3.61,3801.4,3785.13
03:30:45,2252,375.99,0.66,3801.53,3785.41
03:30:46,2865,387.4,3.2,3801.98,3785.59
03:30:47,2412,287.33,2.93,3802.28,3785.72
03:30:48,1734,593.05,2.83,3802.68,3786.0
03:30:49,1929,588.55,4.67,3802.99,3786.46
03:30:50,1878,352.5,4.46,3803.48,3786.9
03:30:51,2974,106.84,1.51,3803.97,3787.19
03:30:52,1966,488.53,1.06,3804.43,3787.66
03:30:53,2089,588.24,4.05,3804.8,3788.0
03:30:54,2789,532.44,4.99,3804.97,3788.36
03:30:55,2724,538.21,3.75,3805.31,3788.84
03:30:56,2733,225.63,1.91,3805.55,3789.23
03:30:57,1425,430.99,3.12,3805.97,3789.36
03:30:58,1972,111.46,4.89,3806.34,3789.49
03:30:59,989,380.5,1.81,3806.66,3789.94
03:31:00,954,441.56,0.68,3806.79,3790.06
03:31:01,1699,370.02,1.68,3806.94,3790.46
03:31:02,2530,371.63,2.77,3807.06,3790.89
03:31:03,1398,521.74,2.35,3807.48,3791.23
03:31:04,857,265.19,4.74,3807.87,3791.71
03:31:05,2778,346.05,1.24,3808.07,3792.11
03:31:06,2756,280.78,0.82,3808.27,3792.41
03:31:07,970,447.75,4.13,3808.51,3792.53
03:31:08,1516,547.7,1.8,3808.98,3792.97
03:31:09,2306,325.69,0.62,3809.3,3793.44
03:31:10,2051,361.77,3.86,3809.69,3793.92
03:31:11,1580,579.73,4.03,3809.88,3794.17
03:31:12,1085,305.85,2.8,3810.0,3794.58
03:31:13,1280,441.82,3.25,3810.37,3794.89
03:31:14,2721,574.26,0.71,3810.54,3795.33
03:31:15,1930,142.71,1.44,3810.86,3795.73
03:31:16,2755,128.73,1.38,3811.21,3796.03
03:31:17,2737,238.02,4.22,3811.63,3796.14
03:31:18,1145,395.94,0.9,3811.74,3796.24
03:31:19,979,467.95,4.91,3812.23,3796.48
03:31:20,1013,430.81,1.81,3812.55,3796.8
03:31:21,1829,348.87,1.4,3812.71,3796.98
03:31:22,709,460.22,4.63,3813.06,3797.24
03:31:23,2651,581.02,2.17,3813.42,3797.54
03:31:24,2252,153.98,4.2,3813.71,3797.92
03:31:25,2010,213.22,2.6,3814.19,3798.23
03:31:26,1220,292.31,2.36,3814.32,3798.64
03:31:27,1672,342.76,3.61,3814.64,3799.12
03:31:28,1180,289.03,1.96,3814.8,3799.32
03:31:29,2410,290.79,4.11,3815.1,3799.59
03:31:30,2646,368.41,3.01,3815.26,3799.7
03:31:31,514,131.25,3.89,3815.37,3799.85
03:31:32,1472,433.82,0.97,3815.5,3800.3
03:31:33,2979,272.98,1.74,3815.73,3800.5
03:31:34,2854,281.69,1.19,3816.15,3800.74
03:31:35,2661,359.15,1.88,3816.41,3801.02
03:31:36,1755,433.35,2.47,3816.58,3801.35
03:31:37,2998,336.71,2.15,3816.99,3801.54
03:31:38,1335,454.82,1.33,3817.14,3801.8
03:31:39,829,325.86,2.23,3817.31,3802.01
03:31:40,1814,364.16,4.62,3817.6,3802.12
03:31:41,623,595.84,4.26,3817.83,3802.4
03:31:42,2904,115.59,2.02,3817.95,3802.58
03:31:43,1423,535.58,3.02,3818.25,3802.77
03:31:44,1386,362.93,4.13,3818.52,3803.13
03:31:45,1649,522.06,4.91,3818.77,3803.49
03:31:46,1025,192.63,1.11,3819.25,3803.6
03:31:47,1324,143.38,1.35,3819.36,3804.0
03:31:48,1581,447.15,4.15,3819.79,3804.46
03:31:49,2738,487.05,3.69,3820.09,3804.71
03:31:50,1397,454.64,3.2,3820.25,3805.08
03:31:51,1916,517.87,4.67,3820.45,3805.54
03:31:52,1949,324.1,2.05,3820.71,3805.86
03:31:53,2963,512.09,0.59,3821.04,3806.19
03:31:54,1974,206.48,2.16,3821.34,3806.55
03:31:55,1734,502.34,4.5,3821.63,3806.91
03:31:56,2631,566.98,4.79,3821.84,3807.18
03:31:57,1108,447.09,3.47,3822.21,3807.61
03:31:58,2818,524.59,3.65,3822.57,3807.85
03:31:59,931,551.47,1.41,3823.03,3808.15
03:32:00,1934,197.14,3.08,3823.42,3808.44
03:32:01,2221,362.04,2.22,3823.52,3808.68
03:32:02,721,401.96,0.86,3823.71,3808.8
03:32:03,2010,468.17,3.04,3823.83,3809.14
03:32:04,2126,483.71,2.15,3824.18,3809.53
03:32:05,2348,234.84,2.06,3824.42,3809.71
03:32:06,2751,460.83,4.6,3824.92,3809.99
03:32:07,2032,564.28,4.7,3825.25,3810.47
03:32:08,2061,458.46,4.25,3825.52,3810.76
03:32:09,2563,349.46,1.86,3825.96,3811.19
03:32:10,528,319.0,0.75,3826.09,3811.53
03:32:11,2252,472.83,1.19,3826.53,3811.67
03:32:12,2673,150.84,2.51,3826.94,3812.03
03:32:13,2620,514.87,3.2,3827.4,3812.43
03:32:14,500,184.24,4.52,3827.76,3812.75
03:32:15,1947,573.26,4.63,3828.08,3812.98
03:32:16,1353,147.76,1.91,3828.51,3813.25
03:32:17,2174,346.07,1.39,3828.79,3813.42
03:32:18,1248,500.35,1.93,3829.28,3813.9
03:32:19,1913,461.53,3.6,3829.51,3814.16
03:32:20,2926,469.26,1.77,3829.98,3814.62
03:32:21,2386,278.43,2.17,3830.09,3814.84
03:32:22,907,563.83,3.39,3830.3,3815.17
03:32:23,987,237.68,0.77,3830.65,3815.64
03:32:24,2912,393.95,3.65,3831.04,3815.86
03:32:25,950,371.28,4.94,3831.25,3816.11
03:32:26,2468,299.96,2.81,3831.55,3816.31
03:32:27,2947,324.44,4.93,3831.91,3816.57
03:32:28,2002,219.26,0.87,3832.03,3817.06
03:32:29,655,201.13,2.39,3832.26,3817.32
03:32:30,1087,471.89,1.78,3832.58,3817.5
03:32:31,668,574.39,1.16,3832.95,3817.86
03:32:32,733,312.43,0.56,3833.15,3818.09
03:32:33,2892,382.3,0.6,3833.42,3818.42
03:32:34,1051,302.68,3.95,3833.58,3818.87
03:32:35,2275,247.4,2.62,3833.83,3819.27
03:32:36,2911,448.81,3.13,3834.02,3819.64
03:32:37,2228,573.59,4.01,3834.31,3819.79
03:32:38,641,156.9,1.85,3834.8,3819.97
03:32:39,765,467.12,2.96,3835.25,3820.29
03:32:40,2118,245.37,4.98,3835.48,3820.76
03:32:41,1650,441.23,2.61,3835.66,3821.02
03:32:42,2348,532.35,2.4,3835.87,3821.19
03:32:43,2668,307.36,3.58,3836.11,3821.62
03:32:44,1079,133.91,1.49,3836.45,3821.96
03:32:45,2729,500.04,3.0,3836.64,3822.17
03:32:46,959,222.72,2.63,3837.05,3822.49
03:32:47,2120,136.25,2.99,3837.5,3822.68
03:32:48,2615,264.65,2.75,3838.0,3822.88
03:32:49,637,252.24,2.12,3838.31,3823.24
03:32:50,1218,166.76,2.02,3838.59,3823.34
03:32:51,2715,226.06,1.72,3839.01,3823.51
03:32:52,2402,548.56,3.11,3839.28,3823.89
03:32:53,640,419.16,0.63,3839.77,3824.38
03:32:54,727,298.86,3.04,3839.94,3824.82
03:32:55,1078,181.06,2.13,3840.22,3825.0
03:32:56,2393,339.61,2.82,3840.69,3825.37
03:32:57,1167,575.27,1.22,3840.94,3825.55
03:32:58,614,491.24,4.87,3841.21,3825.9
03:32:59,727,183.21,3.37,3841.4,3826.36
03:33:00,2877,199.69,0.98,3841.53,3826.81
03:33:01,2160,226.42,4.43,3842.03,3827.1
03:33:02,2178,518.54,2.31,3842.16,3827.48
03:33:03,1365,392.84,0.65,3842.43,3827.63
03:33:04,805,186.73,4.2,3842.56,3827.85
03:33:05,2132,411.95,0.56,3843.05,3828.01
03:33:06,1088,262.13,4.57,3843.3,3828.32
03:33:07,2248,390.34,3.72,3843.56,3828.74
03:33:08,869,125.78,4.92,3843.82,3829.15
03:33:09,2359,480.06,0.57,3843.95,3829.54
03:33:10,1461,592.28,3.27,3844.35,3829.67
03:33:11,1864,525.72,3.48,3844.62,3830.04
03:33:12,1946,402.27,4.93,3844.88,3830.46
03:33:13,2959,511.48,3.21,3845.3,3830.81
03:33:14,2988,485.57,3.02,3845.76,3831.29
03:33:15,2263,488.12,3.35,3846.25,3831.66
03:33:16,2847,188.54,1.61,3846.7,3831.97
03:33:17,1377,134.05,3.42,3846.98,3832.19
03:33:18,2813,487.84,4.11,3847.24,3832.42
03:33:19,1342,554.29,4.1,3847.51,3832.73
03:33:20,953,113.48,2.2,3847.67,3833.02
03:33:21,1863,177.62,2.61,3847.97,3833.17
03:33:22,2636,487.7,3.6,3848.13,3833.39
03:33:23,2717,252.12,3.72,3848.25,3833.64
03:33:24,2308,272.68,1.02,3848.54,3834.01
03:33:25,637,305.51,1.39,3848.88,3834.26
03:33:26,1760,407.73,3.42,3849.11,3834.48
03:33:27,2296,336.19,4.73,3849.51,3834.84
03:33:28,987,373.98,3.29,3849.68,3835.1
03:33:29,2180,359.46,3.93,3849.99,3835.33
03:33:30,1054,569.84,4.13,3850.29,3835.57
03:33:31,2561,273.51,4.13,3850.61,3835.98
03:33:32,1368,464.68,1.61,3851.04,3836.12
03:33:33,931,145.05,3.46,3851.34,3836.58
03:33:34,2405,160.09,1.56,3851.73,3836.99
03:33:35,1279,570.09,4.84,3852.17,3837.28
03:33:36,2764,141.82,1.12,3852.39,3837.52
03:33:37,2253,117.62,3.71,3852.8,3837.81
03:33:38,643,208.57,0.7,3853.28,3838.21
03:33:39,1536,358.36,4.87,3853.55,3838.36
03:33:40,1804,199.96,1.54,3853.89,3838.6
03:33:41,2033,340.79,2.39,3854.21,3838.8
03:33:42,655,584.64,4.9,3854.45,3838.97
03:33:43,2669,538.1,3.52,3854.77,3839.18
03:33:44,1445,571.26,4.9,3854.91,3839.5
03:33:45,824,169.22,1.15,3855.1,3839.81
03:33:46,1135,203.17,4.81,3855.57,3840.28
03:33:47,1635,278.06,0.75,3855.91,3840.75
03:33:48,841,316.64,1.05,3856.16,3841.03
03:33:49,1807,194.27,0.87,3856.33,3841.49
03:33:50,1452,132.06,1.35,3856.76,3841.68
03:33:51,2293,345.63,3.84,3857.05,3841.85
03:33:52,2310,177.79,2.46,3857.41,3842.27
03:33:53,581,370.94,1.28,3857.82,3842.58
03:33:54,2195,201.74,4.79,3858.03,3843.01
03:33:55,2178,569.19,2.03,3858.33,3843.25
03:33:56,2257,193.33,1.63,3858.79,3843.48
03:33:57,832,289.72,1.89,3858.95,3843.88
03:33:58,2699,140.81,1.05,3859.14,3844.2
03:33:59,2594,534.65,3.94,3859.35,3844.6
03:34:00,1556,555.82,1.11,3859.68,3845.08
03:34:01,1443,180.12,3.39,3859.86,3845.43
03:34:02,1553,593.83,3.58,3860.17,3845.57
03:34:03,1178,192.41,0.8,3860.5,3845.96
03:34:04,611,398.57,0.69,3860.78,3846.24
03:34:05,1563,430.43,1.78,3861.11,3846.46
03:34:06,1564,150.48,1.81,3861.24,3846.81
03:34:07,1940,197.33,2.06,3861.37,3847.2
03:34:08,2466,226.43,4.12,3861.58,3847.31
03:34:09,2715,172.5,0.65,3861.74,3847.42
03:34:10,2511,554.62,3.37,3862.01,3847.83
03:34:11,1305,341.69,2.48,3862.26,3848.22
03:34:12,847,599.49,0.54,3862.74,3848.69
03:34:13,1989,533.98,1.08,3863.09,3849.06
03:34:14,2780,150.88,4.75,3863.2,3849.31
03:34:15,1697,417.57,3.22,3863.5,3849.65
03:34:16,2137,453.69,3.18,3863.64,3850.1
03:34:17,2217,340.3,2.29,3864.0,3850.57
03:34:18,2964,441.69,1.66,3864.31,3850.84
03:34:19,623,313.27,3.13,3864.61,3851.25
03:34:20,1637,498.31,4.83,3865.1,3851.44
03:34:21,2670,310.86,1.53,3865.47,3851.57
03:34:22,1904,451.18,2.83,3865.82,3851.95
03:34:23,2316,174.1,3.66,3866.18,3852.07
03:34:24,1284,540.98,4.7,3866.6,3852.4
03:34:25,2577,108.18,4.86,3867.05,3852.74
03:34:26,1517,452.52,4.09,3867.44,3853.07
03:34:27,875,246.18,4.11,3867.64,3853.42
03:34:28,518,498.08,3.64,3868.04,3853.84
03:34:29,2331,272.27,0.7,3868.15,3854.11
03:34:30,685,430.61,0.97,3868.47,3854.58
03:34:31,517,563.05,2.64,3868.91,3854.95
03:34:32,1876,175.57,2.34,3869.18,3855.3
03:34:33,2328,212.41,1.91,3869.35,3855.64
03:34:34,2685,143.19,2.86,3869.8,3856.07
03:34:35,1689,468.81,3.57,3869.95,3856.23
03:34:36,2341,359.25,3.85,3870.12,3856.7
03:34:37,1339,532.42,0.79,3870.4,3857.01
03:34:38,1015,526.87,0.62,3870.89,3857.49
03:34:39,2379,303.19,0.67,3871.04,3857.81
03:34:40,705,531.63,1.21,3871.15,3858.03
03:34:41,811,216.61,3.21,3871.38,3858.24
03:34:42,1798,485.05,0.63,3871.8,3858.64
03:34:43,1119,107.42,1.23,3872.05,3859.0
03:34:44,1860,468.65,3.86,3872.53,3859.18
03:34:45,2539,100.71,0.74,3872.94,3859.65
03:34:46,1887,316.89,3.9,3873.3,3859.84
03:34:47,564,484.06,4.94,3873.46,3859.96
03:34:48,1281,558.48,0.88,3873.85,3860.23
03:34:49,781,529.97,3.3,3873.96,3860.37
03:34:50,1367,251.05,1.78,3874.2,3860.65
03:34:51,2813,311.93,0.96,3874.36,3860.81
03:34:52,2504,334.74,0.72,3874.7,3861.05
03:34:53,1247,346.28,2.26,3875.08,3861.45
03:34:54,1408,242.2,2.9,3875.25,3861.71
03:34:55,1627,287.94,2.99,3875.48,3861.84
03:34:56,2341,210.26,4.64,3875.64,3862.21
03:34:57,1600,144.34,4.45,3875.83,3862.43
03:34:58,1371,306.75,4.64,3876.17,3862.79
03:34:59,1988,454.65,0.53,3876.36,3863.12
03:35:00,2851,288.84,4.35,3876.78,3863.62
03:35:01,982,571.27,1.11,3877.28,3864.0
03:35:02,2266,340.16,3.26,3877.59,3864.36
03:35:03,2377,479.13,4.47,3877.85,3864.53
03:35:04,1748,410.6,1.72,3878.12,3864.93
03:35:05,1230,296.36,3.91,3878.61,3865.31
03:35:06,2256,420.42,2.01,3878.93,3865.63
03:35:07,2370,557.5,4.36,3879.14,3865.81
03:35:08,1233,136.93,3.29,3879.31,3866.1
03:35:09,857,413.35,0.88,3879.54,3866.4
03:35:10,2241,478.61,1.12,3879.92,3866.55
03:35:11,1059,421.65,1.51,3880.31,3866.8
03:35:12,2491,367.09,1.66,3880.47,3867.12
03:35:13,2087,447.2,3.29,3880.64,3867.41
03:35:14,1138,519.58,2.25,3880.85,3867.62
03:35:15,2525,155.8,3.63,3881.15,3867.86
03:35:16,2751,228.44,1.02,3881.53,3868.21
03:35:17,1790,321.42,4.84,3881.76,3868.54
03:35:18,1666,285.09,4.65,3881.93,3868.99
03:35:19,1446,190.01,1.66,3882.09,3869.38
03:35:20,1200,397.9,1.36,3882.25,3869.72
03:35:21,830,370.54,4.39,3882.47,3869.84
03:35:22,2623,579.91,2.19,3882.75,3870.16
03:35:23,2426,451.39,1.93,3882.98,3870.32
03:35:24,1706,165.66,1.1,3883.13,3870.52
03:35:25,923,349.3,1.43,3883.37,3870.88
03:35:26,1715,353.37,0.63,3883.51,3871.13
03:35:27,2580,325.16,4.0,3883.65,3871.57
03:35:28,889,190.51,1.15,3883.84,3872.02
03:35:29,1813,173.36,2.53,3884.33,3872.25
03:35:30,1498,430.56,1.37,3884.62,3872.67
03:35:31,2417,364.87,0.54,3885.03,3872.8
03:35:32,709,450.62,2.69,3885.51,3873.04
03:35:33,1011,479.72,1.02,3885.77,3873.26
03:35:34,923,593.34,0.7,3886.23,3873.74
03:35:35,1649,545.03,2.45,3886.41,3874.16
03:35:36,781,336.19,2.34,3886.89,3874.65
03:35:37,2227,558.6,4.57,3887.01,3874.86
03:35:38,2602,135.69,2.15,3887.18,3875.12
03:35:39,2769,428.35,3.09,3887.43,3875.46
03:35:40,2139,559.81,1.08,3887.55,3875.61
03:35:41,2493,107.14,2.85,3887.66,3875.72
03:35:42,1271,201.21,1.18,3888.1,3876.01
03:35:43,2502,212.2,4.28,3888.51,3876.11
03:35:44,1903,124.65,3.47,3888.63,3876.52
03:35:45,1758,538.35,4.51,3889.05,3876.73
03:35:46,2299,301.21,3.69,3889.47,3877.12
03:35:47,2018,254.77,4.24,3889.92,3877.49
03:35:48,2311,228.29,0.83,3890.17,3877.98
03:35:49,1216,197.9,2.12,3890.56,3878.2
03:35:50,2625,439.62,0.59,3891.01,3878.36
03:35:51,1247,150.47,1.96,3891.2,3878.6
03:35:52,2500,174.31,2.92,3891.53,3879.01
03:35:53,2210,534.16,3.55,3891.76,3879.51
03:35:54,1108,432.05,4.77,3892.25,3879.94
03:35:55,2359,424.34,4.21,3892.51,3880.08
03:35:56,1491,150.27,1.19,3892.82,3880.32
03:35:57,2623,287.62,1.66,3893.08,3880.43
03:35:58,931,326.11,3.0,3893.29,3880.81
03:35:59,2467,396.5,2.77,3893.65,3881.01
03:36:00,1028,569.27,0.52,3893.89,3881.11
03:36:01,1546,115.62,0.66,3894.3,3881.29
03:36:02,2508,117.07,2.83,3894.51,3881.42
03:36:03,2724,189.47,4.0,3894.89,3881.53
03:36:04,1020,447.72,3.29,3895.38,3881.72
03:36:05,2892,150.79,2.22,3895.74,3882.04
03:36:06,944,129.16,1.11,3896.23,3882.28
03:36:07,915,235.32,1.68,3896.36,3882.68
03:36:08,2243,397.83,2.51,3896.79,3882.91
03:36:09,1079,489.75,0.8,3897.03,3883.35
03:36:10,1961,342.7,2.99,3897.31,3883.63
03:36:11,1614,435.92,2.95,3897.76,3884.12
03:36:12,2731,206.53,0.71,3898.08,3884.4
03:36:13,2139,379.25,4.06,3898.44,3884.77
03:36:14,1552,125.11,4.21,3898.61,3885.04
03:36:15,658,592.11,1.84,3898.88,3885.48
03:36:16,1000,462.53,1.54,3899.0,3885.95
03:36:17,2205,474.79,4.27,3899.33,3886.2
03:36:18,1305,126.47,3.69,3899.44,3886.65
03:36:19,1780,584.31,2.78,3899.81,3886.79
03:36:20,2611,418.5,3.62,3899.97,3887.24
03:36:21,1723,264.41,2.32,3900.44,3887.39
03:36:22,1380,346.87,4.42,3900.67,3887.85
03:36:23,2473,313.03,3.62,3901.11,3888.26
03:36:24,2747,425.26,3.73,3901.38,3888.54
03:36:25,1448,548.95,0.81,3901.55,3888.67
03:36:26,1614,311.84,3.62,3901.9,3889.03
03:36:27,2707,307.68,0.61,3902.27,3889.43
03:36:28,973,417.5,1.54,3902.49,3889.66
03:36:29,1255,523.98,3.03,3902.77,3889.84
03:36:30,2607,115.69,4.5,3903.16,3890.23
03:36:31,2361,571.54,1.67,3903.58,3890.62
03:36:32,2518,573.08,3.81,3903.8,3890.92
03:36:33,1771,408.56,4.06,3904.0,3891.13
03:36:34,2322,506.56,4.78,3904.43,3891.35
03:36:35,2700,235.92,1.66,3904.65,3891.75
03:36:36,1531,429.36,4.46,3904.78,3892.08
03:36:37,1321,558.59,1.41,3904.92,3892.2
03:36:38,1233,156.68,4.04,3905.17,3892.33
03:36:39,964,350.25,1.27,3905.42,3892.63
03:36:40,544,273.67,0.71,3905.64,3893.09
03:36:41,902,201.43,1.8,3905.89,3893.25
03:36:42,2717,129.22,2.67,3906.02,3893.71
03:36:43,2074,183.98,1.96,3906.4,3894.03
03:36:44,960,580.05,2.22,3906.63,3894.46
03:36:45,2779,384.83,2.37,3906.78,3894.64
03:36:46,1543,183.31,3.17,3906.94,3895.04
03:36:47,2952,296.74,3.87,3907.08,3895.15
03:36:48,1911,533.77,1.5,3907.45,3895.57
03:36:49,1067,517.44,4.61,3907.9,3895.69
03:36:50,1346,343.03,3.46,3908.19,3895.94
03:36:51,2595,166.71,4.84,3908.34,3896.27
03:36:52,1310,338.36,4.4,3908.78,3896.63
03:36:53,2912,121.01,4.26,3909.27,3896.82
03:36:54,2222,415.28,0.95,3909.71,3897.13
03:36:55,600,457.74,4.75,3909.91,3897.26
03:36:56,2125,332.78,1.57,3910.19,3897.38
03:36:57,2514,449.25,4.68,3910.48,3897.69
03:36:58,736,519.99,4.59,3910.63,3898.18
03:36:59,2453,177.84,0.93,3910.96,3898.4
03:37:00,2627,448.15,3.05,3911.39,3898.66
03:37:01,1704,522.42,4.11,3911.76,3899.12
03:37:02,1849,569.37,2.57,3911.94,3899.34
03:37:03,1246,311.71,1.42,3912.17,3899.73
03:37:04,2739,284.94,1.62,3912.58,3899.87
03:37:05,2493,564.71,2.93,3912.99,3900.15
03:37:06,889,309.43,1.09,3913.27,3900.64
03:37:07,2622,536.63,2.2,3913.68,3900.91
03:37:08,683,321.27,4.68,3914.02,3901.32
03:37:09,677,487.36,0.71,3914.42,3901.5
03:37:10,1084,231.53,1.61,3914.59,3901.66
03:37:11,1965,106.9,4.09,3914.84,3902.15
03:37:12,779,151.64,4.44,3914.98,3902.61
03:37:13,2161,112.91,1.77,3915.09,3902.81
03:37:14,1452,149.36,4.24,3915.38,3903.2
03:37:15,2399,551.37,1.88,3915.52,3903.65
03:37:16,1795,580.74,1.56,3915.79,3903.9
03:37:17,1807,378.59,2.45,3916.25,3904.23
03:37:18,1087,419.95,2.71,3916.63,3904.63
03:37:19,832,221.48,2.46,3917.11,3905.01
03:37:20,1444,308.32,2.73,3917.38,3905.23
03:37:21,2675,348.69,1.93,3917.51,3905.73
03:37:22,2055,125.69,1.12,3917.64,3906.05
03:37:23,2560,256.07,1.77,3918.09,3906.55
03:37:24,1959,344.88,4.19,3918.19,3906.68
03:37:25,678,209.75,4.17,3918.6,3907.0
03:37:26,1705,213.03,4.55,3918.87,3907.23
03:37:27,772,515.03,3.05,3919.09,3907.38
03:37:28,1643,291.63,2.07,3919.29,3907.81
03:37:29,1447,179.21,3.67,3919.72,3908.0
03:37:30,1207,500.04,0.81,3919.91,3908.45
03:37:31,2770,172.07,3.55,3920.07,3908.81
03:37:32,1364,335.01,4.1,3920.17,3909.03
03:37:33,1693,216.9,3.04,3920.31,3909.5
03:37:34,651,242.96,2.99,3920.51,3909.64
03:37:35,977,332.9,1.19,3920.64,3910.12
03:37:36,1862,577.15,2.77,3920.9,3910.33
03:37:37,854,454.94,1.27,3921.38,3910.5
03:37:38,1256,183.26,1.34,3921.78,3910.76
03:37:39,1798,296.7,4.7,3922.04,3911.07
03:37:40,1414,546.55,4.36,3922.5,3911.45
03:37:41,2903,415.45,3.82,3922.89,3911.83
03:37:42,1932,459.93,3.79,3923.21,3912.08
03:37:43,829,595.06,2.81,3923.5,3912.46
03:37:44,983,525.94,2.09,3923.78,3912.88
03:37:45,862,255.76,3.4,3924.05,3913.29
03:37:46,1744,258.75,3.29,3924.33,3913.78
03:37:47,2086,525.28,2.03,3924.77,3913.93
03:37:48,1799,531.1,3.7,3924.93,3914.29
03:37:49,2151,128.18,2.86,3925.29,3914.47
03:37:50,1002,346.13,4.91,3925.5,3914.66
03:37:51,1793,318.45,4.04,3925.81,3914.82
03:37:52,2260,473.64,3.76,3925.91,3915.0
03:37:53,1534,147.21,4.1,3926.26,3915.4
03:37:54,642,457.64,4.76,3926.55,3915.76
03:37:55,1771,561.92,2.21,3927.03,3916.01
03:37:56,1252,593.5,2.44,3927.2,3916.41
03:37:57,2798,575.96,3.36,3927.61,3916.66
03:37:58,1367,500.8,3.58,3927.89,3917.05
03:37:59,2206,132.05,2.55,3928.15,3917.34
03:38:00,1389,330.13,4.84,3928.39,3917.79
03:38:01,2023,487.49,4.93,3928.82,3917.94
03:38:02,2022,357.45,4.45,3929.26,3918.11
03:38:03,1290,356.6,4.96,3929.64,3918.57
03:38:04,2058,233.87,3.95,3929.94,3918.92
03:38:05,934,302.89,2.39,3930.14,3919.1
03:38:06,2142,440.8,3.55,3930.46,3919.37
03:38:07,991,380.77,1.55,3930.67,3919.58
03:38:08,996,470.63,0.85,3930.93,3919.78
03:38:09,943,568.7,2.55,3931.3,3920.08
03:38:10,2155,128.6,1.78,3931.58,3920.37
03:38:11,2807,102.83,4.73,3931.96,3920.5
03:38:12,2465,511.38,4.16,3932.16,3920.71
03:38:13,1085,405.99,4.32,3932.52,3920.96
03:38:14,1850,452.45,1.1,3932.9,3921.28
03:38:15,927,321.67,3.19,3933.24,3921.6
03:38:16,874,457.7,1.67,3933.37,3922.01
03:38:17,2598,375.2,1.78,3933.62,3922.42
03:38:18,2809,383.47,4.78,3933.92,3922.66
03:38:19,2140,171.62,1.03,3934.2,3922.96
03:38:20,2514,500.95,2.5,3934.58,3923.41
03:38:21,621,115.15,0.56,3934.75,3923.68
03:38:22,2179,352.21,1.33,3935.07,3923.88
03:38:23,709,146.7,2.34,3935.5,3924.07
03:38:24,2536,441.2,1.37,3935.64,3924.34
03:38:25,1679,258.1,2.57,3935.81,3924.62
03:38:26,1602,198.92,4.43,3936.28,3924.95
03:38:27,1594,354.13,4.39,3936.39,3925.27
03:38:28,2618,165.03,0.51,3936.69,3925.44
03:38:29,1791,327.34,3.02,3937.12,3925.65
03:38:30,882,287.37,2.15,3937.54,3925.84
03:38:31,807,278.27,3.65,3938.02,3926.05
03:38:32,2064,298.15,2.35,3938.42,3926.33
03:38:33,2353,501.63,0.53,3938.63,3926.65
03:38:34,2968,146.71,1.78,3939.12,3926.91
03:38:35,2032,220.67,3.79,3939.23,3927.26
03:38:36,2453,389.84,0.78,3939.54,3927.46
03:38:37,2382,416.65,3.06,3939.98,3927.6
03:38:38,2883,213.2,1.47,3940.44,3928.03
03:38:39,1005,124.03,2.21,3940.71,3928.27
03:38:40,2534,536.93,2.04,3941.18,3928.42
03:38:41,732,261.28,4.93,3941.53,3928.57
03:38:42,2883,297.74,4.28,3941.95,3928.88
03:38:43,2725,408.43,1.18,3942.13,3929.11
03:38:44,645,132.84,4.97,3942.32,3929.53
03:38:45,2718,215.5,4.45,3942.45,3929.8
03:38:46,2710,467.86,4.58,3942.94,3930.23
03:38:47,1855,264.54,4.35,3943.38,3930.53
03:38:48,2027,124.05,4.88,3943.72,3930.98
03:38:49,763,258.9,3.96,3943.82,3931.28
03:38:50,2599,424.14,2.47,3944.03,3931.66
03:38:51,1204,444.67,1.37,3944.25,3932.06
03:38:52,1450,363.06,1.65,3944.44,3932.24
03:38:53,798,398.76,2.82,3944.93,3932.7
03:38:54,1461,177.51,2.47,3945.38,3933.12
03:38:55,697,375.64,0.81,3945.57,3933.42
03:38:56,2768,124.4,4.63,3945.75,3933.62
03:38:57,2077,522.09,3.02,3946.16,3933.83
03:38:58,2133,233.63,0.83,3946.54,3934.24
03:38:59,752,201.28,1.36,3946.71,3934.52
03:39:00,1281,581.68,0.93,3946.82,3934.87
03:39:01,2249,180.19,4.36,3946.94,3935.08
03:39:02,978,354.64,2.13,3947.18,3935.42
03:39:03,504,501.42,1.65,3947.35,3935.56
